text,audio
 በምክር ቤቱ ወንበር አነስተኛ ቁጥር ያ ላቸው ተቃዋሚዎች የፖለቲካ ፓርቲዎች በግምገማው ተሳታፊ አለ መሆናቸው ቅሬታ እንዳሳደረ ባቸው ከ ፓርቲዎቹ አባላት ለማወቅ ተችሏል  ,
 በዚህም መግባት አት ችልም ሲባል የሪፖርተር ጋዜጣ ዋና አዘጋጅ ያለምንም ጥያቄ ተፈትሸው ሊ ገቡ መቻላቸው ጠቁ ሟል  ,
 ከዚያ በተኛች በት ጠብ ስቃ ከ አልጋ ጋር አጣብቃ በመያዝ አንገቷን በቢላ መቁረጥ ት ጀምራ ለች  ,
 ይህንን የኢትዮጵያ ወታደሮች እርምጃ የሱማሌ ላንድ ተጠሪ እውነት ሲሉ እንዳ ረጋገጡ ት የቢቢሲ ሬድዮ የሀርጌሳው ዘጋቢ ባሳ ለፈው የስልክ ዜና ላይ ገልጿል  ,
 ከ ኳስ ኋላ ሲሮጡ የሚስተዋሉ ት በፊትም አሁንም ሀያ ሁለት ተጫዋቾች ናቸው  ,
 እንደ ተመለከትነው አሰልጣኝ ተስፋዬ እስከ እረፍት ከ መቀመጫው አልተነሳም ነበር  ,
 በዚህ ሰሞን ነው ከ ኳስ ጋር የተያያዘ ልምምድ መስራት የጀመርነው  ,
 ከዚህ በፊት ይህን አይነት እድል አግኝተው ከ ተጓዙ ት መካከል አንዳንዶቹ በትምህርታቸው በመግፋት የመጀመሪያ ዲግሪ ያቸውን አግኝተዋል  ,
 ኢትዮጵያዊያን ጀግኖች መሆናችንልና ሳ ያቸው ይገባናል  ,
 መፍትሄ የሚደረግ ለት ከሆነ የሻእቢያ እጆች ወይ መሰብሰብ አሊያም መቆረጥ አለ ባቸው  ,
 የትግራይ ህዝብ ድርጅት እየጐዳና እያ ቆሰለ እንጂ አላዳ ነውም  ,
 ፑትላንድ የምትገኘው ጋላካዬ እስኪ ደርሱ ድረስ የኢትዮጵያ መከላከያ ሀይል እንዳ ጀ ባቸው ታውቋል  ,
 ይሁን እንጂ ይህ አባባል እንደ ስህተት እንዳል ተቆጠረ ተንጸባ ርቋል  ,
 የአይነ ስውራን የብራል ጋዜጣና የጉልህ ህትመት መጀመር ዛሬ በሂልተን ሆቴል ይፋ እንደሚሆን የኢትዮ ኒውስ የብራል ጋዜጣ ዋና አዘጋጅ ገለጹ  ,
 ምክር ቤቱ ከዚህ ቀደም የቀረበለትን የኦዲተር ሪፖርት መሰረት አድርጐ ምን እርምጃ ወሰደ በማለት ለ አፈ ጉባኤው ጥያቄ ቀርቧል  ,
 ወደ አስመራ ከ ገሰገስን ከቶ ውንም አለም አቀፍ ማእቀብ ይጣል ባቸው የሚል ውሳኔ ይሰጥ ብናል  ,
 ክላስተር ቦምብ በትግራይ ነዋሪዎች ላይ እንደ ተወረወረ የሰማሁት እዚህ አሜሪካ የሚታተሙ ጋዜጦችና ራዲዮ ዎች በሰፊው ሲዘግቡ ነው  ,
 ጄኔራሉ አያይዘውም በትናንቱ የአየር ጥቃት በኤርፖርት አካባቢ የሚገኝ አንድ ግዙፍ የጦር መሳሪያ መጋዘን መጋየቱንም አብራር ተዋል  ,
 የት ራንሱ ግብ ጠባቂ ከ ተመልካች አድናቆትን ተችሮታል  ,
 እነኚህን በመላው የኢትዮጵያ ህዝብ ስም ሰማእት የሆኑትን አርበኛ ተጋድሎ አቸውን ለ ማሳነስ የታቀደ ሴራ ነው በሚል ቅሬታ ውን ገልጧል  ,
 የኢ ሲኤ ሴኩሪቱ ሀላፊ የተዛባ ዜና ተላል ፏል አሉ  ,
 አንዴም ግን ተቀባይነት ሊ ያገኝ አልቻለም  ,
 እውነታው ንም በአላህ ስም አረጋግጥ ልኝ  ,
 በብሄራዊ ሊጉ ከ ከተማ ወደ ከተማ መ ዘዋወሩ ተጨማሪ ወጪ ያስከትል ብናል  ,
 የሁልጊዜ የይህ ይ ሟላ ልን ጥያቄ ዶክተር መኮንንና የቡድን መሪው ናዝሬት በነበሩት ጊዜ አልታየም  ,
 ቪዮ ሪ ለ አትሌቲኮ በስፔን ሊጋና በማህበረሰቡ ዋንጫ ሊስት ውስጥ ተመዝግቧል  ,
 እንዲያውም ብዙዎች ኤርትራውያን ሻእቢያ በኢትዮጵያ ላይ ለ ከፈተው ወረራም እየተጠራጠሩ መምጣታቸውን ሰሞኑን ከ አስመራ የሚወጡ ወሬ ዎች ያስረዳ ሉ  ,
 ግን ዜጐቻችንን እንዲሰጡን ብን ጠይቅም ሊሰጡን አልቻሉም በማለት ለ ቪኦኤ ዋ ዘጋቢ ገልጸዋል  ,
 የመስከረም አንዱን ጥቃት ቀድመው ካወ ገዙት አገሮች አንዷ የነበረችው ሱዳን በዘገባው ያለ መካተቱ ዋም ጥያቄ የሚያስነሳ ሊሆን እንደሚ ችል እነዚሁ አስተያየት ሰጪ ዎች ጠቁ መዋል  ,
 አራት ኪሎና አምስት ኪሎ ፋኩሊቲ ዎችን ቃኝ ተው ሽቅብ በመውጣት በስድስት ኪሎ ዩኒቨርስቲ አልፈው ከ ወጡ በኋላ ዞረው ይመለሳሉ  ,
 ነገር ግን የኤርትራን ወረራ መቀጠልም ሆነ የመሬታቸው ግማሽ ወደ ኤርትራ መካለልና የህዝባቸው ለ ሁለት መከፈል የሚዋጥ ላቸው አይሆንም  ,
 ጦርነቱ እንደ ገና ሊ ቀሰቀስ ይችላል  ,
 በመሆኑም የኢትዮጵያ መንግስት ኢሮብ የኢትዮጵያ ግዛት ሁና እንድት ቀጥል እርምጃ ዎችን መውሰድ እንዳለበትና የድንበር ኮሚሽኑም ያሳለፈ ውን ውሳኔ በድጋሚ እንዲ ያጤነው ጠይቀ ዋል  ,
 እኚህ ወገኖቻችን ደግሞ አፍርሰው የሚገዙ ሆኑ  ,
 ዛፎች ትልልቅ ድንጋዮች ወይም ወንዝ ካለ የኢትዮጵያ ድንበር ነው ይባላል ሲሉ ሰምቻ ቸዋለሁ  ,
 ኢትዮጵያ ሉአላዊ ነቷን ለ ማስከበር መብቱም ሀይሉም አላ ት  ,
 በሰሞኑ የድንበር ውዝግብ ዙሪያ የተጠናከረው ዘገባ ቀጥሎ ቀርቧል  ,
 ግብጽ በአባይ ውሀ ላይ የኮታ ጥያቄ አቀረበች  ,
 የኢትዮጵያ ባለስልጣኖች የዛል አምበሳ ከተማ ክፉ ኛ በኤርትራዊያን ከባድ መሳሪዎች መደብ ደ ቧን አመለከቱ  ,
 ገጀራው ተይዞ ምስክሮች ቀርበው የፍርድ ሂደቱን ማከናወን ሲችሉ ፋይሉን ዘግ ተው እንዲ መለስ ተደርጓል  ,
ም ንም የሚጸጽተኝ ነገር የለም  ,
 በዚህ ምክንያት ወሳኝ የሆኑትን ተጫዋቾችን እያጣን ነው  ,
 ጨዋታው በአጓጊ ነቱ ቢ ጠቀስም የረባ እንቅስቃሴ ሳይ ታይ በት ሊ ፈጸም ችሏል  ,
 ነገር ግን ቼልሲ ለ አውሮፓ ሱፐር ካፕ ከ ቻምፒየንስ ሊግ አሸናፊ ከ ሪያል ማድሪድ ጋር ባለ በት ጨዋታ ምክንያት ወደ ሌላ ቀን ተዘዋው ሯል  ,
 ኢትዮጵያ ጦርነቱን በድል ለ መወጣት ወሳኙና ብቸኛው ጊዜ ዋ አሁን ነው  ,
 ብሄራዊ የምርጫ ቦርድ በተደጋጋሚ ማስጠንቀቂያ ቢ ያስተላልፍም ሊሳካ አለመቻሉ ንና እንደውም በአካባቢው ከ ምርጫ ጋር በተያያዘ ከፍተኛ ችግር እንዳይ ከሰት ስጋቱን ነው የገለጸው  ,
 ለዚህ ደግሞ መንግስት በአ መቻቸ ለት የብድር አገልግሎት መጠቀም ይገባ ዋል  ,
 በተጨማሪ መንግስታትና የሰብአዊ መብት ተሟጋች ድርጅቶች የሱዳን መንግስት የአሰ ራቸውን ኦሮሞዎች እንዲ ፈታ ጫና እንዲያደርግ ጠይቋል  ,
 እንዲያውም ድርጊቱ ኢትዮጵያ በኤርትራ ላይ ሙሉ ወረራ ለማድረግ እንደ ምክንያት የም ትጠቀምበት ነው ሲሉ ኮን ነዋል  ,
 በእርግጥ በአንዳንድ ምሁራን ጥሩ ሀሳቦች ተሰንዝ ረዋል ብለዋል  ,
 በአሁኑ ወቅት አብያተክርስትያና ቱ የተዘጉ በት ምክንያት ምን እንደሆነ እንዲ ነገራቸው አንዳንድ አለም አቀፍ የወንጌል አገልግሎት ድርጅቶች መንግስትን እየጠየቁ መሆኑም ታውቋል  ,
 ያላሰላሰል ነው ጉዳይ በአምባገነኖችና በጥጋበኞች ጦስ በሚ ቀጣጠለው እሳት የሚነድደው የዚህ ዘመን የሀገራችን ጭቁን መሆኑን ነው  ,
 ዛሬ አሜሪካ ተቆጥቶ የአፍሪካ መንግስታት በአስታራቂ ነት ተሰይመው ጊዜያዊ የተኩስ ማቆም ስምምነት ላይ መድረስ መፍትሄ አይሆንም  ,
 ነጻ አመለካከ ቶችን ለ ማራመድ ገና ጀማሪ ዎች ሆነን ብን ገኝም በዘመናዊው አለም ያለን ሁሉ የኢንፎርሜሽን ን አስፈላጊነት አጠቃቀምን በሚገባ እናውቃለን  ,
 ከ ኢትኦጵ ያ ነሀሴ አስራ ሁለት ቀን አንድ ሺ ዘጠኝ መቶ ዘጠና አንድ ወጣ  ,
 የእረፍ ታቸውንም ጊዜ የሀዘኑ ንም ስነ ስርአት ለ ማወጅ የቤተመንግስቱ መድፍ ሀያ አምስት ጊዜ ድምጹን አሰማ  ,
 ቤተእስራኤሎችን አጠቃ ላ ለ መውሰድ እስራኤል እያጠና ች ነው  ,
 በሀጅና ኡምራ ሙስሊሞች ሀይማኖታዊ ግዴታ ቸውን ለ መፈጸም በዚህ ችግር አበሳ ውስጥ ገብ ተዋል  ,
 በሀገራችን ግን የረባ ሜዳ እንኳን የለ ንም  ,
 በአጠቃላይ በእኔና በዋናው ጸሀፊው መካከል አለ መግባባት ሲከሰት በመሀላችን ጣልቃ የሚገባ ወገን ባለ መኖሩ ችግሩ ሊ ባባስ ችሏል  ,
 እና በኋላ ነው ስራ እየተፈጠረ ለት የመጣው  ,
 ድርጅቱ በሚላን ለን ደነና ኒውዮርክ ከተሞች ጽፈት ቤቶች ሲኖሩት ከዚህ ሌላ የጣልያን እግር ኳስ ሊግን ይቆጣ ጠራል  ,
 ለ ቅሳቸውና ግርግሩ ሲበርድ ለ ቀን ወጣን ይህ ነው እውነታው እንጂ ዘግ የት ብለን የወጣ ነው በስብሰባው መቀ ጠን ፈልገን አይደለም  ,
 ኤርትራ ንብረቶቹ የኢትዮጵያ አለ መሆናቸውን አረጋግጣ ለ ሳኡዲ ከ ካሳ ክፍያ ጋር እንደምት መልስ ገልጣለች  ,
 ቀደም ሲል ሚኒስትሮችና ጄኔራሎች አምስት መቶ ሜትር ካሬ ቦታ በነጻ መውሰዳቸው ይታወ ቃል  ,
 አያይዞም በምስራቅ መምህራን ማሰልጠኛ ኮሌጅ ሰባት የኦሮምያ ተማሪዎች ከ ትምህርት ገበታ ቸው መባረራቸው ንም አውግዘ ዋል  ,
 እንደ ኦፊሴላዊው መግለጫ ከሆነ ሊቢያና ኤርትራ በኢኮኖሚና በባህል ጉዳዮች ላይ ከ ጋራ ስምምነት ላይ ደርሰዋል  ,
 የአካባቢ ጥበቃ ቡድኖችና ተመድ ዲዲቲን በመቃወማቸውና መንግስትም ዲዲቲን ቸል በማለቱ ሳቢያ ሰዎች በወባ ሲያልቁ ትልቅ ወንጀል ነው በማለት ወቅሰዋል  ,
 ቅዱስ መጽሀፍ ድሆችን መናቅና መዘንጋት እንደማይገባን የሚያ ስጠነቅቀን እንዲ ህ ሲል ነው  ,
 መስኮ ቦችን በማሰለፍ ብቻ ኢሳይያስ ኢትዮጵያን ለ ማንበርከክ ይችላሉ  ,
 ሰውዬው በልጅነ ቱ ሱዳን በስደተኝነት የኖረ ነው  ,
 ፍየል ከ መድረሷ ቅጠል መበጠ ሷ  ,
 በዚህ አስታ ከው ስደተኛው እምቢ ያለውን መዋጮ በግድ እንዲ ያዋጣ ለማድረግ በዋናነት የተወጠነ ሳይሆን እንዳልቀረም ግም ታቸውን የሚያ ሳርፉ ወገኖች አሉ  ,
 ፕሬዝዳንቱ በዚሁ ንግግራቸው ኢትዮጵያ የጅቡቲ የህይወት መስመር ብቻ ሳት ሆን የወደቡ ሰማኒያ ከ መቶ ብቸኛ ተጠቃሚ መሆኗ ንም ጨምረው አስረድ ተዋል  ,
 ካሁን የተሻለ የንስሀ ጊዜ እድል የላቸውም ያሉት እኚህ አባት መጽሀፍ ቅዱሳዊ ታሪክ በመጥቀስ ነው የተነተኑት  ,
 ለ ዜጐቻቸው የተደላደለ ኑሮ ፈጥረው ከ ተለያዩ ሀገሮች የመጡ ስደተኞችን ያስተናግ ዳሉ በማለት በልዩ አይን እንመለከታ ቸው ይሆናል  ,
 በስምንተኛው ደቂቃ ላይ አንድ የግሬሚዮ ተጫዋች ከ ፔናሊቲ ውጪ ተመትቶ ቅጣት ተገኝቶ ቅጣቱም ተመቶ በግራው ቋሚ ብረት ተመል ሷል  ,
 በመላው ሀገሪቱ የተዘረጋ ፕሮጀክት አለ  ,
 ሌላው የሜዳ ጉዳይ ነው  ,
 ሀማን በበርገር ላይም እንዲ ሁ ፋውል በመስራቱ በሁለት ቢጫ ከ ሜዳ ተወግ ዷል  ,
 ጠበቆቻቸው የጊዜ ቀጠሮውን በጥብቅ ተቃወሙ በተለይ አቶ ቢተው በላይ በእልህ ከ ተናገሩት ውስጥ አን ኳር አንኳ ሩን ከዚህ በታች አቅርበ ነዋል  ,
 ክሊንተን በኢትዮ ኤርትራ ጉዳይ በግል እንዲ ገቡ ተጠየቀ  ,
 ሁላችንም እንደ ተመኘ ነው ሙሉ በሙሉ መደምሰስ እንኳን ባይደርስ በትም ሰራዊቱ በጣም ከባድ ጉዳትና አሳፋሪ ሽንፈት ደርሶ በታል  ,
 ቀደም ሲል የጠቀስኳቸው ህመሙ የጸና ባቸው ወደ አራት መቶ የሚጠጉ ተማሪዎች ከ ሌሎች ተለይተው የሚተኙበት ስፍራ ተዘጋጅቶ ላቸዋል  ,
 ከ ቤተሰባችን መካከል በእርሻ ተግባር ላይ ያል ተሰማራ ችው እናታችን ብቻ ነበረች  ,
 በድንገት የአንትራክስ ባክቴሪያ በአካባቢው ስለ መረጨቱ ፖሊ ክስ ከ አንድ ከ አልታወቀ ሰው የስልክ ጥሪ ይ ደርሰዋል  ,
 ከ ድንበር ግጭቱ ማግስት ዘርፈ ብዙ ጥል ፍልፍ ፖለቲካዊ ህ ሳቤ ዎች እየተስተናገዱ ናቸው  ,
 ስለሆነም የአሁኑ ድጋፍ በየቀኑ እየተሸረሸረ በመሄድ በጦርነቱ ላይ አሉታዊ ውጤት እንዳይ ኖረው እፈራ ለሁ  ,
 የሚሉት በአጭሩ ደረጀ ዴሬሳ ከ ልጅነት እስከ እውቀት በቃኝ ታ ከተኝ ሳይ ሉ ለ ኢትዮጵያ ሲለፉ ህይወታቸው ያለፈ አርበኛ ናቸው የሚል አይነት ነው  ,
 ጉባኤው በኤርትራና በኢትዮጵያ ጉዳይ ተወያይቶ የኤርትራ መንግስት ወረራን ተቃው ሟል  ,
 ከዚያም ለ ነጋዴዎች አንድ ጠርሙስ ቢራ የሚያቀርቡ በት ዋጋ ሁለት ብር ከ ሀያ ሳንቲም ገደማ መሆኑን ይናገራሉ  ,
 የአካባቢው ከፍተኛ ባላባት ማ ላክ ሻ ወሪ እንዳስ ታወቁት የአውሮፕላን ማረፊያው ከባድ አውሮፕላን ማሳረፍ ይችላል ተብሏል  ,
 በሌላ በኩል ሁለቱ ኤርትራና ኢትዮጵያ የገ ዟቸው አውሮኘላኖ ች ከ አንዱ ዋና ከተማ ወደ ሌላው የመብረር አቅም እንዳ ላቸው በዚሁ ዘገባ ተረጋግጧል  ,
 ሀጂ መሀመድ ወሌ መልእክት አስ ተላለፉ  ,
 ለዚህም ይመ ስላል ባ ነሱት ነጥብ ላይ ብዙም ውረፋ አል በዛባቸውም  ,
 በቅዳሜ የተደረጉት ግጥሚያ ዎች ለ ተመልካቹ ቁጥር ዝቅተኛ መሆን ምክንያት ሆኗል  ,
 ከዚያም የክልሉ ኮሚሽን ጃንሜዳ ቢሮ ስለ ሰጠን ወደዚያው ሄድን  ,
 ነገር ግን ተጫዋቹን የሚፈልገው ክለቡ እንጂ አሰልጣኝ ጉሌት አልነበረም  ,
 በትግራይ ህዝብ ስም የተቋቋመው ኤፈርት አዲስ የቴሌቪዥን ጣቢያ ሊ ከፍት መሆኑን ለ ጋዜጣዋ ዜና ዴስ ክ በኢንተርኔት የደረሰው ዘገባ አመለከተ ,
 ከዚህም ሌላ የቴሌቪዥ ኗ ጋዜጠኛ እንግዳ ዘር ነጋ እግሯን ኦፕራ ሲዩን የሆነች ሲሆን አሁን ከ ኦፕራ ሲዮኑ በኋላ በደህና ሁኔታ ትገኛ ለች ሲል ጠቁ ሟል  ,
 ዘ ታይም ዘጋቢ እንደ ዘገበው ትልቁ የምግብ ማመላለስ ተግባር ወደ ዲ ናን የተደረገው ከ ሀምሳ ቀናት በፊት ነበር  ,
 ወደ ከተማ በሚ መጡ እንግዶች ላይ ድንጋጤን ይ ፈጥራል በሚል ችግሩ ባለ በት ታፍኖ እንዲያዝ ተደርጓል  ,
 ዛሬም ይህ ጽሁፍ እስከ ተጻፈ በት ድረስ ከ አንድ ሺ ዘጠኝ መቶ አርባ አመተምህረት ጀምሮ በዚሁ ከተማ በመኖር ላይ ይገኛሉ  ,
